Id,SalePrice
1461,127056.07178099
1462,151120.493934461
1463,179496.594042231
1464,184382.378335124
1465,201677.532732989
1466,182301.055058494
1467,171979.776889191
1468,177368.953684159
1469,178802.767056654
1470,128084.130387189
1471,188238.451398334
1472,100154.833910326
1473,104552.763028443
1474,152322.751723862
1475,135414.689545037
1476,376410.663388011
1477,270329.44245673
1478,311633.671830513
1479,295444.95216199
1480,472373.070394212
1481,317112.264048409
1482,213172.28201496
1483,183921.582290505
1484,177808.412556166
1485,179173.518177046
1486,199279.864007084
1487,329299.604712906
1488,240009.501160582
1489,201768.323367298
1490,210893.212300207
1491,195519.367595949
1492,112656.148647693
1493,167177.825061808
1494,303408.137993409
1495,290838.81072459
1496,227317.775472148
1497,193104.012426632
1498,162531.459730125
1499,162062.552575158
1500,167080.217367773
1501,175215.912654183
1502,166808.202293404
1503,275063.92229118
1504,230872.732549478
1505,216849.943032238
1506,195104.850782116
1507,230637.116080623
1508,194697.120749656
1509,171286.99904231
1510,148329.059938829
1511,148336.941140792
1512,160868.220524526
1513,147127.185736004
1514,153006.12475174
1515,182814.232455078
1516,153575.561150948
1517,146811.800667957
1518,139530.320910385
1519,202124.00493571
1520,140592.348430845
1521,144418.970377355
1522,160223.40409558
1523,121602.806750006
1524,126340.461925037
1525,127694.869770731
1526,128573.80839476
1527,111407.353841043
1528,128021.829114972
1529,142530.562104186
1530,159195.678066757
1531,132407.519099723
1532,112152.662848214
1533,138980.153264101
1534,115077.313184703
1535,147223.697987604
1536,120358.151492335
1537,90134.9402147574
1538,168573.937531643
1539,214954.29573083
1540,124531.388229445
1541,138909.332393696
1542,142587.227980649
1543,181098.660085596
1544,91955.0071424464
1545,108482.387460203
1546,121626.160536361
1547,134956.264165376
1548,133178.556258991
1549,113011.128210743
1550,143413.360773867
1551,121416.43422223
1552,135292.79005774
1553,140406.737652232
1554,114538.417510559
1555,185369.129908347
1556,132206.913398034
1557,131379.587452294
1558,103623.424360795
1559,128618.362538526
1560,148145.062461475
1561,144111.609200418
1562,124928.265802436
1563,124254.873410997
1564,155288.064340144
1565,152132.007666472
1566,225501.912205795
1567,94505.5218462725
1568,215620.600135543
1569,145622.887062212
1570,129573.238164873
1571,129539.276139527
1572,140205.363947521
1573,208074.650055949
1574,126649.501314011
1575,210156.175963137
1576,221366.380499025
1577,195570.283492951
1578,157211.809612063
1579,140044.111525458
1580,191617.150873702
1581,144312.442701266
1582,131931.230879017
1583,307952.76921304
1584,237081.246369497
1585,143851.651736706
1586,80705.2687680375
1587,105795.740870663
1588,141059.803012179
1589,102908.130530944
1590,131994.987977163
1591,107261.48088622
1592,134330.087004221
1593,123438.183767058
1594,149058.084834164
1595,136905.253557736
1596,236324.944164852
1597,189535.578865137
1598,194400.394648035
1599,184981.268571413
1600,187806.153094878
1601,81726.2791172539
1602,111315.822498725
1603,97991.5426911369
1604,286544.24451609
1605,239893.979056269
1606,162390.504326618
1607,170458.8953537
1608,217269.665253826
1609,196784.451133703
1610,173080.488052462
1611,149700.745673555
1612,170511.767221459
1613,160939.382302107
1614,120610.108302248
1615,90997.5230677031
1616,87728.809734283
1617,92094.3124870302
1618,125337.824664896
1619,133194.526724852
1620,168015.138702682
1621,141614.345135009
1622,148469.631796782
1623,257285.031995085
1624,196679.335153708
1625,127981.819799033
1626,161998.093775291
1627,183877.534599841
1628,263443.071298822
1629,180110.622212257
1630,348271.394552374
1631,220754.292882457
1632,255223.486390522
1633,177105.379541209
1634,184264.998973742
1635,181218.357833022
1636,168823.086842044
1637,186634.211454843
1638,208490.940669787
1639,183878.916767699
1640,236586.409448297
1641,188499.647417764
1642,221561.022197052
1643,230893.524104137
1644,227011.631693289
1645,188140.526809201
1646,162486.80678086
1647,166015.549533753
1648,142384.849308093
1649,135398.372535719
1650,124500.240542245
1651,122348.636649596
1652,100147.139069786
1653,101747.277717789
1654,153595.419278484
1655,151331.872325189
1656,149625.805360684
1657,152220.258695094
1658,157247.05980406
1659,138784.190931138
1660,149012.165844428
1661,440684.161526961
1662,375932.720542904
1663,372657.475788538
1664,459988.494961906
1665,322629.50587426
1666,332970.109185536
1667,344370.366772751
1668,328880.34520422
1669,308953.155404733
1670,343231.451335616
1671,259210.755860005
1672,465935.120554855
1673,306962.991974709
1674,269099.600245759
1675,193576.811336876
1676,193474.630491558
1677,206566.640723467
1678,467729.518787381
1679,389272.851533357
1680,319234.849092446
1681,260805.762273242
1682,312714.246796439
1683,196734.023350346
1684,180450.904505615
1685,180202.204050109
1686,181707.227742853
1687,176487.80625767
1688,190552.700647107
1689,191273.034473739
1690,185839.723312794
1691,179512.722369304
1692,257016.90705815
1693,177181.372215757
1694,182187.235249779
1695,175913.691212842
1696,254995.384091321
1697,175827.62541605
1698,337007.661381067
1699,336247.026509913
1700,251244.668443125
1701,266782.942092733
1702,253676.551239456
1703,252196.962497192
1704,283134.364892256
1705,232950.761515918
1706,401035.092914652
1707,210059.979314284
1708,205815.445101262
1709,271160.37225401
1710,227500.582394077
1711,263018.625887095
1712,253028.890174925
1713,263296.340484305
1714,218601.49198406
1715,200498.428393958
1716,184003.486264298
1717,168624.052934548
1718,145000.327027293
1719,209513.057082886
1720,248325.522516125
1721,172492.406965206
1722,138904.297351438
1723,157163.322099071
1724,207706.001886635
1725,227389.572708096
1726,189809.915650724
1727,179065.215351963
1728,189234.246915208
1729,165924.945695827
1730,164785.546757676
1731,126104.538956351
1732,129435.813512073
1733,124900.817182267
1734,130856.052088624
1735,136440.184715653
1736,122364.393476236
1737,336211.30581582
1738,218072.707474069
1739,274701.738326522
1740,215528.796377978
1741,184663.338760008
1742,175288.086407697
1743,173714.561571047
1744,297978.495682449
1745,239693.279785981
1746,246425.82264243
1747,212358.51648257
1748,214716.895812923
1749,164993.084264829
1750,154591.544506081
1751,221588.769829594
1752,123642.153161224
1753,144790.613687091
1754,204765.794958372
1755,171118.045669496
1756,125543.87873215
1757,121845.022423865
1758,149525.948958948
1759,158520.562000768
1760,154200.777857549
1761,148946.738090741
1762,168474.081307963
1763,169318.815893338
1764,123643.961541871
1765,173957.905033853
1766,163191.139001148
1767,180207.671539991
1768,144842.97418742
1769,166826.32227874
1770,141034.836958509
1771,141189.096486877
1772,142285.446980916
1773,140707.352816222
1774,140803.983955604
1775,135788.689555263
1776,130367.342997865
1777,120092.690822217
1778,137325.779558122
1779,127138.873192088
1780,165004.083436877
1781,138011.616914217
1782,102485.869266761
1783,128782.437828374
1784,105354.422068123
1785,118549.493389886
1786,151491.070426512
1787,163313.798060218
1788,74789.3145895356
1789,104252.912202383
1790,91553.1686367437
1791,173204.164663786
1792,149200.456876374
1793,139963.946587371
1794,140006.628361383
1795,139818.494510644
1796,135494.658182375
1797,123728.450265135
1798,126288.701717706
1799,118822.327450323
1800,135806.427927657
1801,128340.881565058
1802,142175.76578128
1803,150626.602037725
1804,137874.662036873
1805,134943.196878099
1806,118964.139037915
1807,138315.571981184
1808,120899.259917099
1809,127709.992872575
1810,141721.783021199
1811,116408.12790352
1812,115829.931059781
1813,118534.111018828
1814,102513.932279456
1815,74063.6952353797
1816,108452.257117846
1817,139869.121472534
1818,144621.996655512
1819,117458.252142034
1820,86564.1975144602
1821,122993.881124477
1822,147775.783460331
1823,69207.6463271238
1824,138411.631641696
1825,137730.726828433
1826,111334.379277001
1827,112086.798380062
1828,139224.662489688
1829,120224.103908576
1830,137431.817848538
1831,150097.024978626
1832,124829.975191846
1833,145818.870629977
1834,129661.654923966
1835,143529.215155199
1836,131977.0911359
1837,106714.269944452
1838,128398.456288874
1839,102107.694938125
1840,153296.320760898
1841,138852.786727612
1842,98833.340201195
1843,141733.466980199
1844,135422.874050509
1845,142891.951732576
1846,151274.850187561
1847,182526.155703896
1848,80210.7549065691
1849,123210.882193287
1850,126810.585787916
1851,142443.806450792
1852,125627.42738104
1853,140382.766742222
1854,170574.2119287
1855,166027.385312329
1856,213643.592370572
1857,184406.36537783
1858,149818.798537835
1859,138287.28570502
1860,152747.119338768
1861,138530.442555775
1862,258979.178301778
1863,254621.992690192
1864,254698.739715833
1865,313723.959929465
1866,311913.663429737
1867,240538.147202853
1868,279406.622065464
1869,195525.332991977
1870,242722.69074359
1871,254289.496293456
1872,177630.144104546
1873,223568.251090233
1874,137777.134068481
1875,200442.567185757
1876,191033.095492996
1877,207595.509446087
1878,212684.741497517
1879,132097.456821292
1880,136592.512932779
1881,245533.620753481
1882,250068.32846372
1883,202379.99494453
1884,215132.762519084
1885,245220.137266342
1886,278792.29027071
1887,203007.074190411
1888,269933.803863743
1889,173979.229090771
1890,131164.250972711
1891,139566.304514498
1892,109478.544479571
1893,136600.82439731
1894,131193.898121252
1895,147493.244302273
1896,118592.350868835
1897,127564.334755036
1898,120585.320346094
1899,157179.43077965
1900,154241.718343179
1901,173644.455197602
1902,154421.644705357
1903,226005.684417282
1904,149117.611068634
1905,192985.137853682
1906,168909.317817893
1907,208576.426755217
1908,128338.009752548
1909,142351.901541543
1910,136894.21428603
1911,196100.036463243
1912,274232.828540703
1913,145953.779600861
1914,73469.4844324564
1915,318442.672219431
1916,79643.2661230394
1917,247234.969655212
1918,135303.458395235
1919,155737.738465108
1920,160327.18472255
1921,378340.714563081
1922,320946.185716073
1923,208188.823741405
1924,219391.067291525
1925,230521.607368015
1926,360637.584017934
1927,134924.632957778
1928,158582.992865842
1929,126149.111016673
1930,138000.44434289
1931,137578.283696499
1932,141092.265660278
1933,178617.63159221
1934,181661.491128454
1935,177603.996825092
1936,184359.625458469
1937,181784.326616604
1938,179043.352101407
1939,256691.172640811
1940,201500.844415476
1941,179416.696146152
1942,188680.239165899
1943,202740.251285714
1944,318312.323583387
1945,369030.4675569
1946,178888.15670971
1947,300497.967298612
1948,180606.295463831
1949,230945.800240267
1950,181124.213308208
1951,245624.186099698
1952,222951.416395176
1953,170304.854152856
1954,197736.859312685
1955,149461.340073497
1956,276219.648336982
