Id,SalePrice
1461,122335.775541052
1462,144460.279519981
1463,179683.429430266
1464,186810.405072034
1465,197585.73942409
1466,181135.406991789
1467,171064.046946742
1468,177763.476713559
1469,177469.681950115
1470,130631.649330298
1471,198683.768166335
1472,107674.57013835
1473,113966.660460233
1474,159704.02501288
1475,135620.736541061
1476,393427.393208226
1477,259387.279936509
1478,320743.599621255
1479,297484.059545854
1480,446057.012420612
1481,330386.965190239
1482,218703.850104195
1483,185891.006021077
1484,184827.667649034
1485,181023.520529442
1486,199681.16341245
1487,333699.041068685
1488,261645.767515214
1489,197812.233519973
1490,194207.107878762
1491,194437.521503618
1492,92622.9511651217
1493,187083.136489843
1494,313358.641817204
1495,295555.772622009
1496,216658.054411404
1497,194206.236650833
1498,165991.414214579
1499,165315.972145442
1500,165796.948329577
1501,170177.667058777
1502,174907.322005462
1503,269065.7884613
1504,232131.719737466
1505,209332.748906076
1506,180312.35808197
1507,218063.739462696
1508,183061.242553692
1509,160420.637583751
1510,147167.635046548
1511,146116.788168329
1512,161819.004317762
1513,151542.508209525
1514,167524.45064081
1515,197571.303316076
1516,157980.848751607
1517,147683.117099867
1518,143524.539347164
1519,215819.713582225
1520,139753.850186327
1521,141521.509828325
1522,163569.450081382
1523,120364.992156206
1524,119497.703421471
1525,124949.33714298
1526,126912.082282852
1527,103886.71042809
1528,125392.237209231
1529,139258.270998446
1530,168289.982767496
1531,153282.648653512
1532,112074.142944529
1533,137101.928344972
1534,118258.557406847
1535,154075.814914484
1536,120701.408484433
1537,87961.9507370687
1538,179550.283782432
1539,238236.425860217
1540,126378.215893453
1541,148616.940511234
1542,143484.563323965
1543,196736.533222214
1544,91746.4018523273
1545,109786.754671888
1546,122573.875262465
1547,138398.244596018
1548,131672.397101091
1549,118606.93351477
1550,141730.510313252
1551,124343.421526579
1552,142890.138702586
1553,142944.483343695
1554,122716.539976118
1555,160895.910374843
1556,99034.3592862617
1557,117545.766774061
1558,97094.269033191
1559,126491.612227645
1560,145839.295664476
1561,147179.615023673
1562,125927.548090194
1563,122107.784400313
1564,164353.866773252
1565,150787.904620228
1566,204124.740520646
1567,83210.8204244486
1568,202940.64374041
1569,155797.720575796
1570,130197.525042819
1571,137574.087966982
1572,141222.817262154
1573,223015.222136956
1574,132199.935219845
1575,208147.761106699
1576,215205.369399512
1577,198900.398238339
1578,145093.086640372
1579,140813.197308653
1580,194561.43083558
1581,137799.455566626
1582,127947.179914435
1583,322323.650845086
1584,229443.061805255
1585,148350.563469182
1586,75870.1828423993
1587,106922.294559179
1588,146962.645179672
1589,102320.753840594
1590,135637.985691367
1591,112280.1099785
1592,130307.847795408
1593,121431.681966232
1594,142494.193254944
1595,136383.572738837
1596,239981.117932666
1597,165985.975358964
1598,188536.096255913
1599,191730.769102817
1600,193441.728357709
1601,82306.3536449337
1602,112245.578963192
1603,96502.6728576766
1604,281561.425630092
1605,258994.508023317
1606,159236.642326874
1607,171587.700938815
1608,211399.721053403
1609,197644.057346903
1610,164868.645310851
1611,148221.832497501
1612,176788.62179479
1613,167663.059020774
1614,124391.817533404
1615,92696.5686631095
1616,90894.4436119918
1617,92376.7446231181
1618,125918.990364391
1619,132084.169735196
1620,185416.87607448
1621,139883.757376506
1622,148022.532206952
1623,267274.252719548
1624,204241.258220736
1625,124861.148111103
1626,170810.550774053
1627,186900.892922994
1628,297175.351665427
1629,184543.990910049
1630,321959.345666967
1631,228394.423345229
1632,256458.692397224
1633,181067.89064251
1634,190082.701023556
1635,180570.697995835
1636,166367.596416996
1637,173164.524769968
1638,196282.290931441
1639,179407.343064831
1640,228698.914209515
1641,184708.685859956
1642,225354.427914351
1643,236886.421861463
1644,228594.34804466
1645,185839.556750859
1646,154829.418509708
1647,163414.758208836
1648,144237.981548731
1649,135956.754378632
1650,123655.233009036
1651,125778.810297391
1652,109077.297764626
1653,108673.841987923
1654,166270.876677043
1655,157203.541093979
1656,159809.104083792
1657,161478.292647978
1658,170785.81620529
1659,138166.403500125
1660,146779.832970196
1661,426174.371094581
1662,379030.317017125
1663,387963.387788646
1664,454636.353835456
1665,339727.255411418
1666,310632.722872056
1667,317145.910654459
1668,345206.102461994
1669,286623.436138286
1670,347876.534756913
1671,234218.780343629
1672,411404.093371818
1673,308262.959649745
1674,270349.311842178
1675,190687.054238302
1676,187276.597508968
1677,206133.421195304
1678,422173.849804975
1679,360194.295519842
1680,321559.445052802
1681,266557.804866837
1682,301548.292611134
1683,195112.760198647
1684,185785.222321111
1685,181313.698925114
1686,189636.374909637
1687,178073.670191985
1688,195970.215049927
1689,194519.854787493
1690,189587.975117425
1691,183720.884371356
1692,270698.756720993
1693,180293.187840082
1694,183527.09785536
1695,178728.88042951
1696,265644.407766184
1697,179370.134712707
1698,325618.802234172
1699,355504.889079545
1700,236476.052873605
1701,269481.558128242
1702,275303.014985477
1703,277879.155154817
1704,291572.539960017
1705,244688.379469798
1706,447705.185009285
1707,208619.998366809
1708,206145.553479276
1709,289234.33195167
1710,231875.930741694
1711,256879.808196718
1712,283937.004349865
1713,235171.360721495
1714,209109.243589628
1715,196038.482247749
1716,171877.858170906
1717,167050.905804442
1718,148634.070043125
1719,206335.66603102
1720,259088.410497202
1721,157701.356371409
1722,137972.671928278
1723,151165.292528889
1724,214505.763048911
1725,229506.322769105
1726,191048.70060541
1727,180937.166957355
1728,190168.151035603
1729,166070.127042965
1730,169519.836910212
1731,126568.885112015
1732,127995.649850169
1733,124172.983192951
1734,134540.158033209
1735,138171.883839109
1736,123405.496932278
1737,317558.922338502
1738,210459.443410883
1739,288033.390306994
1740,221017.84882925
1741,181163.71797966
1742,169282.340898898
